accepted_name,sources,synonym_count,synonyms,synonyms_detailed,contested_synonym_count,contested_synonyms,accepted_name_full,accepted_authority,family,genus,species,taxon_rank,description_year,cites_appendix,cites_full_note,wcvp_plant_name_id,wcvp_ipni_id,wfo_taxon_id,basionym,first_published,place_of_publication,geographic_area,classification,unique_to_source,raw_extras
Sobralia elisabethiae,wfo,0,,,0,,Sobralia elisabethiae R.H.Schomb.,R.H.Schomb.,Orchidaceae,Sobralia,elisabethiae,species,1841,,,,,wfo-0000311484,,Verh. Befoerd. Gartenb. Preuss. 15: 137 (1841),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327576-2"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Verh. Befoerd. Gartenb. Preuss. 15: 137 1841 to Verh. Befoerd. Gartenb. Preuss. 15: 137 (1841), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t"", ""tplId"": ""kew-192652"", ""wfo_nomenclatural_status"": ""Valid""}"
Sobralia erickii,wcvp,0,,,0,,Sobralia erickii Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,erickii,Species,2013,,,3308569,77331941-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 71""}"
Sobralia eulerorum,wcvp,0,,,0,,Sobralia eulerorum Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,eulerorum,Species,2013,,,3308568,77331942-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 73""}"
Sobralia fratercula,wcvp,0,,,0,,Sobralia fratercula Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,fratercula,Species,2013,,,3308566,77331943-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 76""}"
Sobralia javieri,wcvp,0,,,0,,Sobralia javieri Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,javieri,Species,2013,,,3308565,77331944-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 78""}"
Sobralia laurisii,wcvp,0,,,0,,Sobralia laurisii Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,laurisii,Species,2013,,,3308946,77330430-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 80""}"
Sobralia mayana,wcvp,0,,,0,,Sobralia mayana Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,mayana,Species,2013,,,3308564,77331947-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 82""}"
Sobralia oscarrodrigoi,wcvp,0,,,0,,Sobralia oscarrodrigoi Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,oscarrodrigoi,Species,2013,,,3308563,77331948-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 84""}"
Sobralia paredesii,wcvp,0,,,0,,Sobralia paredesii Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,paredesii,Species,2013,,,3308561,77331949-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 86""}"
Sobralia parva,wcvp,0,,,0,,Sobralia parva Pupulin,Pupulin,Orchidaceae,Sobralia,parva,Species,2022,,,3308663,77312438-1,,<NA>,(2022),"Vanishing Beauty, Native Costa Rican Orchids",Costa Rica,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""3: 1086""}"
Sobralia quadrilabiata,wcvp,0,,,0,,Sobralia quadrilabiata Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,quadrilabiata,Species,2013,,,3308560,77331950-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 88""}"
Sobralia queqchiana,wcvp,0,,,0,,Sobralia queqchiana Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,queqchiana,Species,2013,,,3308559,77331951-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 90""}"
Sobralia rosei,wcvp,0,,,0,,"Sobralia rosei Archila, Chiron & Véliz","Archila, Chiron & Véliz",Orchidaceae,Sobralia,rosei,Species,2013,,,3308603,77331960-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 92""}"
Sobralia rueckeri,wcvp,0,,,1,Cattleya rueckeri,Sobralia rueckeri Linden,Linden,Orchidaceae,Sobralia,rueckeri,Species,1851,,,192730,657947-1,,<NA>,(1851),"Établ. Linden, Prix-courant",Colombia to NW. Venezuela,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""perennial"", ""volume_and_page"": ""6: 8""}"
Sobralia senahuteca,wcvp,0,,,0,,Sobralia senahuteca Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,senahuteca,Species,2013,,,3308608,77331963-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 96""}"
Solenangis impraedicta,wcvp,0,,,0,,"Solenangis impraedicta Stévart, Farminhão, Savignac, Verlynde & Ramand.","Stévart, Farminhão, Savignac, Verlynde & Ramand.",Orchidaceae,Solenangis,impraedicta,Species,2024,,,3319238,77339153-1,,<NA>,(2024),Curr. Biol.,Madagascar,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""epiphytic subshrub"", ""volume_and_page"": ""34(5): R189""}"
Solenangis wakeﬁeldii (Rolfe) P.J.Cribb & J.Stewart,cites_pdf,1,Angraecum wakeﬁeldii Rolfe,Angraecum wakeﬁeldii Rolfe [Unknown; cites_pdf],0,,Solenangis wakeﬁeldii (Rolfe) P.J.Cribb & J.Stewart,,Orchidaceae,Solenangis,wakeﬁeldii (Rolfe) P.J.Cribb & J.Stewart,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Solenangis"", ""page"": 45, ""y"": 550.7}"
Sophrocattleya dayana,wcvp,3,"Brasicattleya dayana, Hadrocattleya dayana, Laeliocattleya dayana","Brasicattleya dayana [Homotypic; wcvp], Hadrocattleya dayana [Homotypic; wcvp], Laeliocattleya dayana [Nomenclatural; wcvp]",0,,× Sophrocattleya dayana (Pabst) Van den Berg & M.W.Chase,(Pabst) Van den Berg & M.W.Chase,Orchidaceae,Sophrocattleya,dayana,,,,,192974,,,,,,,unambiguous_accepted,wcvp,
Specklinia armindae,wcvp,0,,,0,,Specklinia armindae Campacci & C.R.M.Silva,Campacci & C.R.M.Silva,Orchidaceae,Specklinia,armindae,Species,2022,,,3309021,77313267-1,,<NA>,(2022),Colet. Orquídeas Brasil.,Brazil (Espírito Santo),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""18: 746""}"
Specklinia gemina,wcvp,0,,,1,Pleurothallis gemina,Specklinia gemina (H.Stenzel) Bécquer,(H.Stenzel) Bécquer,Orchidaceae,Specklinia,gemina,Species,2024,,,3319087,77352984-1,,159961,(2024),Cat. Plantas de Cuba,E. Cuba,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": "": 882""}"
Specklinia mitchelii,wfo,0,,,2,"Anathallis mitchellii, Pleurothallis mitchellii",Specklinia mitchelii (Dod) Luer,(Dod) Luer,Orchidaceae,Specklinia,mitchelii,species,2004,,,,,wfo-0000555418,,Monogr. Syst. Bot. Missouri Bot. Gard. 95: 262 (2004),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000277873"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60437064-2"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Monogr. Syst. Bot. Missouri Bot. Gard. 95: 262. 2004 [Feb 2004] ; Icon. Pleurothall. 26: 262. Feb 2004. to Monogr. Syst. Bot. Missouri Bot. Gard. 95: 262 (2004), information provided by Alan E. on emai"", ""tplId"": ""kew-266463"", ""wfo_nomenclatural_status"": ""Valid""}"
Spiranthes hachijoensis,wcvp,0,,,0,,Spiranthes hachijoensis Suetsugu,Suetsugu,Orchidaceae,Spiranthes,hachijoensis,Species,2023,,,3308718,77317799-1,,<NA>,(2023),J. Pl. Res.,SC. & S. Japan to Nansei-shotō; Japan (Kyushu),unambiguous_accepted,wcvp,"{""climate_description"": ""temperate"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""136: 345""}"
Spiranthes minamitaniana,wcvp,0,,,0,,Spiranthes minamitaniana Suetsugu,Suetsugu,Orchidaceae,Spiranthes,minamitaniana,Species,2023,,,3309157,77320931-1,,<NA>,(2023),Phytotaxa,Japan (Kyushu),unambiguous_accepted,wcvp,"{""climate_description"": ""temperate"", ""lifeform_description"": ""rhizomatous geophyte"", ""volume_and_page"": ""599: 145""}"
Stanhopea acostae,cites_csv,0,,,0,,Stanhopea acostae Dodson & Escobar,Dodson & Escobar,Orchidaceae,Stanhopea,acostae,,,II,,,,,,,,Colombia,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""CO"", ""NativeDistributionFullNames"": ""Colombia""}"
Stanhopea haseloriana,cites_csv,0,,,0,,Stanhopea haseloriana Rchb.f.,Rchb.f.,Orchidaceae,Stanhopea,haseloriana,,,II,,,,,,,,Peru,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""PE"", ""NativeDistributionFullNames"": ""Peru""}"
Stanhopea haseloviana,wfo,0,,,0,,Stanhopea haseloviana Rchb.f.,Rchb.f.,Orchidaceae,Stanhopea,haseloviana,species,1855,,,,,wfo-0001088296,,Allg. Gartenzeitung 23: 322 (1855),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro Update namepublishedIn from Allg. Gartenzeitung 23: 322 1855 to Allg. Gartenzeitung 23: 322 (1855), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r"", ""tplId"": ""tro-23506844"", ""wfo_nomenclatural_status"": ""Valid""}"
Stanhopea spindleriana,wcvp,0,,,0,,Stanhopea × spindleriana Kraenzl.,Kraenzl.,Orchidaceae,Stanhopea,spindleriana,Species,1890,,,196161,658611-1,,<NA>,(1890),Gartenflora,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""39: 619""}"
Stelis biflora,wcvp,1,Tribrachia biflora,Tribrachia biflora [Homotypic; wcvp],0,,Stelis biflora Sm.,Sm.,Orchidaceae,Stelis,biflora,,,,,196344,,,,,,,unambiguous_accepted,wcvp,
Stelis bota-caucanensis,wcvp,0,,,0,,Stelis bota-caucanensis Uribe Vélez & Sauleda,Uribe Vélez & Sauleda,Orchidaceae,Stelis,bota-caucanensis,Species,2021,,,549024,77222837-1,,<NA>,(2021),New World Orchid. Nomencl. Notes,Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""100: 1""}"
Stelis botacaucanensis,wfo,0,,,0,,Stelis botacaucanensis Uribe Vélez & Sauleda,Uribe Vélez & Sauleda,Orchidaceae,Stelis,botacaucanensis,species,2021,,,,,wfo-1000029073,,New World Orchid. Nomencl. Notes 100: 1 (2021),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77222837-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis breviloba,wcvp,0,,,0,,Stelis breviloba Solano & Salazar,Solano & Salazar,Orchidaceae,Stelis,breviloba,Species,2023,,,3308868,77328620-1,,<NA>,(2023),Bot. Sci.,"Mexico (Guerrero, Oaxaca)",unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""101: 1241""}"
Stelis cuprea,wfo,0,,,0,,Stelis cuprea Lindl. ex Lemée,Lindl. ex Lemée,Orchidaceae,Stelis,cuprea,species,,,,,,wfo-0001089122,,Not listed in IK.,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-23525233 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-23525233 >The Plant List v.1.0</a>"", ""tplId"": ""tro-23525233"", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis deuteroadrianae,wcvp,0,,,2,"Salpistele adrianae, Stelis adriananijhuisae",Stelis deuteroadrianae J.M.H.Shaw,J.M.H.Shaw,Orchidaceae,Stelis,deuteroadrianae,Species,2014,,,493081,77144050-1,,459391,(2014),Orchid Rev.,Panama,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""122: 77""}"
Stelis deuterowerneri,wfo,0,,,2,"Effusiella werneri, Pleurothallis florianwerneri",Stelis deuterowerneri J.M.H.Shaw,J.M.H.Shaw,Orchidaceae,Stelis,deuterowerneri,Species,2014,,,493075,77144051-1,wfo-0001341137,474960,(2014),Orchid Rev.,Ecuador (Zamora-Chinchipe),unambiguous_accepted,wfo,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0001329167"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144051-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: ipni Update namepublishedIn from Orchid Rev. 122(1308): 77. 2014 [Dec publ. 29 Nov 2014] [Quart. Suppl. Int. Reg. Orchid Hybrids] to Orchid Rev. 122: 77 (2014), information provided by Alan E. on email Jun. 07 2021"", ""volume_and_page"": ""122: 77"", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis fons-florum,wfo,1,Crocodeilanthe fons-florum,Crocodeilanthe fons-florum [Unknown; wfo],2,"Humboltia fonsflorum, Pleurothallis fonsflorum",Stelis fons-florum (Lindl.) Pridgeon & M.W.Chase,(Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,fons-florum,species,2001,,,,,wfo-0000559666,,Lindleyana 16: 263 (2001),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000277325"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1017676-2"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated namepublishedIn from Lindleyana 16: 263 2001 to Lindleyana 16(4): 263 (2001). , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26"", ""tplId"": ""kew-266911"", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis garcia-barrigae,wcvp,1,Crocodeilanthe garcia-barrigae,Crocodeilanthe garcia-barrigae [Homotypic; wcvp],0,,Stelis garcia-barrigae (Kolan. & Szlach.) Karremans,(Kolan. & Szlach.) Karremans,Orchidaceae,Stelis,garcia-barrigae,Species,2021,,,549153,77218315-1,,546977,(2021),Phytotaxa,Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""496: 137""}"
Stelis garciabarrigae,wfo,1,Crocodeilanthe garciabarrigae,Crocodeilanthe garciabarrigae [Unknown; wfo],0,,Stelis garciabarrigae (Kolan. & Szlach.) Karremans,(Kolan. & Szlach.) Karremans,Orchidaceae,Stelis,garciabarrigae,species,2021,,,,,wfo-1000029084,,Phytotaxa 496: 137 (2021),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-1000021840"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77218315-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis gustavii,wfo,0,,,0,,Stelis gustavii O.Duque,O.Duque,Orchidaceae,Stelis,gustavii,species,1997,,,,,wfo-0000315552,,Orquideologia 20(3): 348. 1997,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:314670-2"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated namepublishedIn from Orquideologia 20: 348 1997 to Orquideologia 20(3): 348. 1997 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke"", ""tplId"": ""kew-196541"", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis gustavo-romeroi,wcvp,1,Crocodeilanthe gustavo-romeroi,Crocodeilanthe gustavo-romeroi [Homotypic; wcvp],0,,Stelis gustavo-romeroi (Kolan. & Szlach.) Karremans,(Kolan. & Szlach.) Karremans,Orchidaceae,Stelis,gustavo-romeroi,Species,2021,,,549152,77218316-1,,546965,(2021),Phytotaxa,Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""496: 137""}"
Stelis gustavoromeroi,wfo,1,Crocodeilanthe gustavoromeroi,Crocodeilanthe gustavoromeroi [Unknown; wfo],0,,Stelis gustavoromeroi (Kolan. & Szlach.) Karremans,(Kolan. & Szlach.) Karremans,Orchidaceae,Stelis,gustavoromeroi,species,2021,,,,,wfo-1000029085,,Phytotaxa 496: 137 (2021),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-1000021841"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77218316-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis imrayi,wfo,4,"Effusiella imrayi, Humboltia imrayi, Pleurothallis imrayi, Specklinia imrayi","Effusiella imrayi [Unknown; wfo], Humboltia imrayi [Unknown; wfo], Pleurothallis imrayi [Unknown; wfo], Specklinia imrayi [Unknown; wfo]",6,"Effusiella vaginata, Pleurothallis imraei, Pleurothallis umbraticola, Pleurothallis vaginata, Specklinia vaginata, Stelis vaginata",Stelis imrayi (Lindl.) Pridgeon & M.W.Chase,(Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,imrayi,species,2001,,,,,wfo-0000559891,,Lindleyana 16: 263 (2001),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000277544"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1219104-2"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated scientificName from Stelis imraei to Stelis imrayi, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-266944 >Th"", ""tplId"": ""kew-266944"", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis lamartina,wcvp,0,,,0,,Stelis lamartina Karremans & Pupulin,Karremans & Pupulin,Orchidaceae,Stelis,lamartina,Species,2022,,,3308661,77312442-1,,<NA>,(2022),"Vanishing Beauty, Native Costa Rican Orchids",Costa Rica,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""3: 1158""}"
Stelis luz-marinae,wcvp,0,,,0,,Stelis luz-marinae Rojas-Alv.,Rojas-Alv.,Orchidaceae,Stelis,luz-marinae,Species,2023,,,3308857,77325136-1,,<NA>,(2023),Phytotaxa,Costa Rica,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""607: 206""}"
Stelis puerorum,wcvp,0,,,0,,Stelis puerorum Karremans & Pupulin,Karremans & Pupulin,Orchidaceae,Stelis,puerorum,Species,2022,,,3308662,77312439-1,,<NA>,(2022),"Vanishing Beauty, Native Costa Rican Orchids",Costa Rica,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""3: 1158""}"
Stelis purdiei,wfo,0,,,0,,Stelis purdiei Lindl.,Lindl.,Orchidaceae,Stelis,purdiei,species,1859,,,,,wfo-0001088337,,Fol. Orchid. 8: 5 (1859),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro Update namepublishedIn from Fol. Orchid. 8(Stelis): 5. 1859 [Feb 1859] to Fol. Orchid. 8: 5 (1859), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r"", ""tplId"": ""tro-23507883"", ""wfo_nomenclatural_status"": ""Valid""}"
Stelis quadriﬁda (Lex.) Solano & Soto Arenas,cites_pdf,1,Dendrobium quadriﬁdum Lex.,Dendrobium quadriﬁdum Lex. [Unknown; cites_pdf],0,,Stelis quadriﬁda (Lex.) Solano & Soto Arenas,,Orchidaceae,Stelis,quadriﬁda (Lex.) Solano & Soto Arenas,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Stelis"", ""page"": 286, ""y"": 359.4}"
