binomial,source,source_says_relation,source_says_accepted_parent,source_record_id,authority,synonym_type,contest_class,contest_reason,evidence,n_sources_accepted,n_sources_synonym,all_claimed_parents,name_full
Acianthera gradeae,wfo,synonym_of,Acianthera agathophylla,wfo-1000052576,Chiron & Benelli,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Acianthera agathophylla)",explicit,1,2,Acianthera agathophylla,Acianthera gradeae Chiron & Benelli
Acianthera gradeae,cites_csv,accepted,,78775,"Chiron & Benelli, 2012",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Acianthera agathophylla)",explicit,1,2,Acianthera agathophylla,"Acianthera gradeae Chiron & Benelli, 2012"
Acianthera parahybunensis,wcvp,synonym_of,Stelis amoena,217581,(Barb.Rodr.) Luer,Homotypic,parent_contested,"all 2 source(s) place it in Stelis amoena, but Stelis amoena is itself contested",explicit,0,2,Stelis amoena,Acianthera parahybunensis (Barb.Rodr.) Luer
Acianthera parahybunensis,wfo,synonym_of,Stelis amoena,wfo-0000337240,(Barb.Rodr.) Luer,Unknown,parent_contested,"all 2 source(s) place it in Stelis amoena, but Stelis amoena is itself contested",explicit,0,2,Stelis amoena,Acianthera parahybunensis (Barb.Rodr.) Luer
Acianthera punctata,wcvp,synonym_of,Acianthera punctatiflora|Acianthera recurva,1847,Scheidw.,Heterotypic,parent_conflict,"placed in 2 different parents: Acianthera punctatiflora, Acianthera recurva",explicit,0,3,Acianthera punctatiflora|Acianthera recurva,Acianthera punctata Scheidw.
Acianthera punctata,wfo,synonym_of,Acianthera punctatiflora|Acianthera recurva,wfo-0000303189,Scheidw.,Unknown,parent_conflict,"placed in 2 different parents: Acianthera punctatiflora, Acianthera recurva",explicit,0,3,Acianthera punctatiflora|Acianthera recurva,Acianthera punctata Scheidw.
Acianthera punctata,user_synonyms,synonym_of,Acianthera recurva,21204,,Heterotypic,parent_conflict,"placed in 2 different parents: Acianthera punctatiflora, Acianthera recurva",explicit,0,3,Acianthera punctatiflora|Acianthera recurva,Acianthera punctata
Acianthera spilantha,wcvp,synonym_of,Acianthera breviflora,371912,(Barb.Rodr.) Luer,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Acianthera breviflora)",explicit,1,2,Acianthera breviflora,Acianthera spilantha (Barb.Rodr.) Luer
Acianthera spilantha,wfo,synonym_of,Acianthera breviflora,wfo-0000834724,(Barb.Rodr.) Luer,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Acianthera breviflora)",explicit,1,2,Acianthera breviflora,Acianthera spilantha (Barb.Rodr.) Luer
Acianthera spilantha,cites_csv,accepted,,70069,"(Barb.Rodr.) Luer, 2007",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Acianthera breviflora)",explicit,1,2,Acianthera breviflora,"Acianthera spilantha (Barb.Rodr.) Luer, 2007"
Acianthera sudae,wcvp,synonym_of,Acianthera kautskyi,533725,"J.Ponert, Chumová, Mandáková & P.Trávn.",Heterotypic,status_conflict,accepted by wfo; treated as a synonym by wcvp (of Acianthera kautskyi),explicit,1,1,Acianthera kautskyi,"Acianthera sudae J.Ponert, Chumová, Mandáková & P.Trávn."
Acianthera sudae,wfo,accepted,,wfo-1000020316,"J.Ponert, Chumová, Mandáková & P.Trávn.",,status_conflict,accepted by wfo; treated as a synonym by wcvp (of Acianthera kautskyi),explicit,1,1,Acianthera kautskyi,"Acianthera sudae J.Ponert, Chumová, Mandáková & P.Trávn."
Acianthopsis amplexicaulis,wcvp,synonym_of,Stigmatodactylus amplexicaulis,217642,(F.M.Bailey) Szlach.,Homotypic,parent_conflict,"placed in 2 different parents: Stigmatodactylus amplexicaulis, Acianthus amplexicaulis",explicit,0,2,Stigmatodactylus amplexicaulis|Acianthus amplexicaulis,Acianthopsis amplexicaulis (F.M.Bailey) Szlach.
Acianthopsis amplexicaulis,wfo,synonym_of,Acianthus amplexicaulis,wfo-0000337304,(F.M.Bailey) Szlach.,Unknown,parent_conflict,"placed in 2 different parents: Stigmatodactylus amplexicaulis, Acianthus amplexicaulis",explicit,0,2,Stigmatodactylus amplexicaulis|Acianthus amplexicaulis,Acianthopsis amplexicaulis (F.M.Bailey) Szlach.
Acianthopsis sublesta,wcvp,synonym_of,Stigmatodactylus sublestus,217659,(Dockrill) Szlach.,Homotypic,parent_conflict,"placed in 2 different parents: Stigmatodactylus sublestus, Acianthus amplexicaulis",explicit,0,2,Stigmatodactylus sublestus|Acianthus amplexicaulis,Acianthopsis sublesta (Dockrill) Szlach.
Acianthopsis sublesta,wfo,synonym_of,Acianthus amplexicaulis,wfo-0000337321,(Dockrill) Szlach.,Unknown,parent_conflict,"placed in 2 different parents: Stigmatodactylus sublestus, Acianthus amplexicaulis",explicit,0,2,Stigmatodactylus sublestus|Acianthus amplexicaulis,Acianthopsis sublesta (Dockrill) Szlach.
Acianthus aegeridantennatus,wcvp,synonym_of,Stigmatodactylus aegeridantennatus,1849,N.Hallé,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus aegeridantennatus)",explicit,1,2,Stigmatodactylus aegeridantennatus,Acianthus aegeridantennatus N.Hallé
Acianthus aegeridantennatus,wfo,synonym_of,Stigmatodactylus aegeridantennatus,wfo-0000303404,N.Hallé,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus aegeridantennatus)",explicit,1,2,Stigmatodactylus aegeridantennatus,Acianthus aegeridantennatus N.Hallé
Acianthus aegeridantennatus,cites_csv,accepted,,16546,"N.Hallé, 1977",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus aegeridantennatus)",explicit,1,2,Stigmatodactylus aegeridantennatus,"Acianthus aegeridantennatus N.Hallé, 1977"
Acianthus amplexicaulis,wcvp,synonym_of,Stigmatodactylus amplexicaulis,1850,(F.M.Bailey) Rolfe,Homotypic,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Stigmatodactylus amplexicaulis)",explicit,2,1,Stigmatodactylus amplexicaulis,Acianthus amplexicaulis (F.M.Bailey) Rolfe
Acianthus amplexicaulis,wfo,accepted,,wfo-0000303512,(F.M.Bailey) Rolfe,,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Stigmatodactylus amplexicaulis)",explicit,2,1,Stigmatodactylus amplexicaulis,Acianthus amplexicaulis (F.M.Bailey) Rolfe
Acianthus amplexicaulis,cites_csv,accepted,,26884,"(F.M.Bailey) Rolfe, 1903",,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Stigmatodactylus amplexicaulis)",explicit,2,1,Stigmatodactylus amplexicaulis,"Acianthus amplexicaulis (F.M.Bailey) Rolfe, 1903"
Acianthus apprimus,wcvp,synonym_of,Acianthus fornicatus,1851,D.L.Jones,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Acianthus fornicatus)",explicit,1,3,Acianthus fornicatus,Acianthus apprimus D.L.Jones
Acianthus apprimus,wfo,synonym_of,Acianthus fornicatus,wfo-0000303621,D.L.Jones,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Acianthus fornicatus)",explicit,1,3,Acianthus fornicatus,Acianthus apprimus D.L.Jones
Acianthus apprimus,cites_csv,accepted,,17141,"D.L.Jones, 1991",,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Acianthus fornicatus)",explicit,1,3,Acianthus fornicatus,"Acianthus apprimus D.L.Jones, 1991"
Acianthus apprimus,user_synonyms,synonym_of,Acianthus fornicatus,17428,,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Acianthus fornicatus)",explicit,1,3,Acianthus fornicatus,Acianthus apprimus
Acianthus atepalus,wcvp,synonym_of,Townsonia atepala,1852,Rchb.f.,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Townsonia atepala)",explicit,1,2,Townsonia atepala,Acianthus atepalus Rchb.f.
Acianthus atepalus,wfo,synonym_of,Townsonia atepala,wfo-0000303726,Rchb.f.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Townsonia atepala)",explicit,1,2,Townsonia atepala,Acianthus atepalus Rchb.f.
Acianthus atepalus,cites_csv,accepted,,14461,"Rchb.f., 1876",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Townsonia atepala)",explicit,1,2,Townsonia atepala,"Acianthus atepalus Rchb.f., 1876"
Acianthus borealis,wcvp,synonym_of,Acianthus fornicatus,1854,D.L.Jones,Heterotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus borealis D.L.Jones
Acianthus borealis,wfo,synonym_of,Acianthus fornicatus,wfo-0000303921,D.L.Jones,Unknown,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus borealis D.L.Jones
Acianthus borealis,user_synonyms,synonym_of,Acianthus fornicatus,17426,,Heterotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus borealis
Acianthus bracteatus,wcvp,synonym_of,Stigmatodactylus bracteatus,1855,Rendle,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus bracteatus)",explicit,1,2,Stigmatodactylus bracteatus,Acianthus bracteatus Rendle
Acianthus bracteatus,wfo,synonym_of,Stigmatodactylus bracteatus,wfo-0000304019,Rendle,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus bracteatus)",explicit,1,2,Stigmatodactylus bracteatus,Acianthus bracteatus Rendle
Acianthus bracteatus,cites_csv,accepted,,23870,"Rendle, 1921",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus bracteatus)",explicit,1,2,Stigmatodactylus bracteatus,"Acianthus bracteatus Rendle, 1921"
Acianthus brunonis,wcvp,synonym_of,Acianthus fornicatus,1856,F.Muell.,Nomenclatural,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus brunonis F.Muell.
Acianthus brunonis,wfo,synonym_of,Acianthus fornicatus,wfo-0000304126,F.Muell.,Unknown,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus brunonis F.Muell.
Acianthus brunonis,user_synonyms,synonym_of,Acianthus fornicatus,17423,,Homotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus brunonis
Acianthus collinus,wcvp,synonym_of,Acianthus fornicatus,1860,D.L.Jones,Heterotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus collinus D.L.Jones
Acianthus collinus,wfo,synonym_of,Acianthus fornicatus,wfo-0000304562,D.L.Jones,Unknown,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus collinus D.L.Jones
Acianthus collinus,user_synonyms,synonym_of,Acianthus fornicatus,17425,,Heterotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus collinus
Acianthus confusus,wcvp,synonym_of,Stigmatodactylus confusus,1861,Guillaumin,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus confusus)",explicit,1,2,Stigmatodactylus confusus,Acianthus confusus Guillaumin
Acianthus confusus,wfo,synonym_of,Stigmatodactylus confusus,wfo-0000304670,Guillaumin,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus confusus)",explicit,1,2,Stigmatodactylus confusus,Acianthus confusus Guillaumin
Acianthus confusus,cites_csv,accepted,,15030,"Guillaumin, 1922 publ. 1923",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus confusus)",explicit,1,2,Stigmatodactylus confusus,"Acianthus confusus Guillaumin, 1922 publ. 1923"
Acianthus corniculatus,wcvp,synonym_of,Stigmatodactylus corniculatus,1862,Rendle,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus corniculatus)",explicit,1,2,Stigmatodactylus corniculatus,Acianthus corniculatus Rendle
Acianthus corniculatus,wfo,synonym_of,Stigmatodactylus corniculatus,wfo-0000304781,Rendle,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus corniculatus)",explicit,1,2,Stigmatodactylus corniculatus,Acianthus corniculatus Rendle
Acianthus corniculatus,cites_csv,accepted,,21286,"Rendle, 1921",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus corniculatus)",explicit,1,2,Stigmatodactylus corniculatus,"Acianthus corniculatus Rendle, 1921"
Acianthus cymbalariifolius,wcvp,synonym_of,Stigmatodactylus cymbalariifolius,1865,F.Muell. & Kraenzl.,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus cymbalariifolius)",explicit,1,2,Stigmatodactylus cymbalariifolius,Acianthus cymbalariifolius F.Muell. & Kraenzl.
Acianthus cymbalariifolius,wfo,synonym_of,Stigmatodactylus cymbalariifolius,wfo-0000305104,F.Muell. & Kraenzl.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus cymbalariifolius)",explicit,1,2,Stigmatodactylus cymbalariifolius,Acianthus cymbalariifolius F.Muell. & Kraenzl.
Acianthus cymbalariifolius,cites_csv,accepted,,28474,"F.Muell. & Kraenzl., 1894",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus cymbalariifolius)",explicit,1,2,Stigmatodactylus cymbalariifolius,"Acianthus cymbalariifolius F.Muell. & Kraenzl., 1894"
Acianthus elegans,wcvp,synonym_of,Stigmatodactylus elegans,1866,Rchb.f.,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus elegans)",explicit,1,2,Stigmatodactylus elegans,Acianthus elegans Rchb.f.
Acianthus elegans,wfo,synonym_of,Stigmatodactylus elegans,wfo-0000305208,Rchb.f.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus elegans)",explicit,1,2,Stigmatodactylus elegans,Acianthus elegans Rchb.f.
Acianthus elegans,cites_csv,accepted,,21902,"Rchb.f., 1876",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus elegans)",explicit,1,2,Stigmatodactylus elegans,"Acianthus elegans Rchb.f., 1876"
Acianthus exiguus,wcvp,synonym_of,Acianthus fornicatus,1867,D.L.Jones,Heterotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus exiguus D.L.Jones
Acianthus exiguus,wfo,synonym_of,Acianthus fornicatus,wfo-0000305312,D.L.Jones,Unknown,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus exiguus D.L.Jones
Acianthus exiguus,user_synonyms,synonym_of,Acianthus fornicatus,17424,,Heterotypic,parent_contested,"all 3 source(s) place it in Acianthus fornicatus, but Acianthus fornicatus is itself contested",explicit,0,3,Acianthus fornicatus,Acianthus exiguus
Acianthus fornicatus,wcvp,accepted+synonym_of,Acianthus sinclairii,1869,,,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Acianthus sinclairii)",explicit,4,2,Acianthus sinclairii,
Acianthus fornicatus,wfo,accepted+synonym_of,Acianthus sinclairii,wfo-0000305526,,,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Acianthus sinclairii)",explicit,4,2,Acianthus sinclairii,
Acianthus fornicatus,cites_csv,accepted,,55918,"R.Br., 1810",,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Acianthus sinclairii)",explicit,4,2,Acianthus sinclairii,"Acianthus fornicatus R.Br., 1810"
Acianthus fornicatus,user_synonyms,accepted,,,,,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Acianthus sinclairii)",implied_by_synonym_row,4,2,Acianthus sinclairii,Acianthus fornicatus
Acianthus grandiflorus,wcvp,synonym_of,Stigmatodactylus grandiflorus,1872,Schltr.,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus grandiflorus)",explicit,1,2,Stigmatodactylus grandiflorus,Acianthus grandiflorus Schltr.
Acianthus grandiflorus,wfo,synonym_of,Stigmatodactylus grandiflorus,wfo-0000305850,Schltr.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus grandiflorus)",explicit,1,2,Stigmatodactylus grandiflorus,Acianthus grandiflorus Schltr.
Acianthus grandiflorus,cites_csv,accepted,,23799,"Schltr., 1906",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus grandiflorus)",explicit,1,2,Stigmatodactylus grandiflorus,"Acianthus grandiflorus Schltr., 1906"
Acianthus halleanus,wcvp,synonym_of,Stigmatodactylus halleanus,1873,Kores,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus halleanus)",explicit,1,2,Stigmatodactylus halleanus,Acianthus halleanus Kores
Acianthus halleanus,wfo,synonym_of,Stigmatodactylus halleanus,wfo-0000305959,Kores,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus halleanus)",explicit,1,2,Stigmatodactylus halleanus,Acianthus halleanus Kores
Acianthus halleanus,cites_csv,accepted,,71874,"Kores, 1995",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus halleanus)",explicit,1,2,Stigmatodactylus halleanus,"Acianthus halleanus Kores, 1995"
Acianthus heptadactylus,wcvp,synonym_of,Stigmatodactylus heptadactylus,1874,Kraenzl.,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus heptadactylus)",explicit,1,2,Stigmatodactylus heptadactylus,Acianthus heptadactylus Kraenzl.
Acianthus heptadactylus,wfo,synonym_of,Stigmatodactylus heptadactylus,wfo-0000306068,Kraenzl.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus heptadactylus)",explicit,1,2,Stigmatodactylus heptadactylus,Acianthus heptadactylus Kraenzl.
Acianthus heptadactylus,cites_csv,accepted,,21456,"Kraenzl., 1928",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Stigmatodactylus heptadactylus)",explicit,1,2,Stigmatodactylus heptadactylus,"Acianthus heptadactylus Kraenzl., 1928"
